mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	Trill:trill	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
196	191	588	588	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	2598										
196	191	1173/2	1173/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2599										
196	191	2347/4	2347/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2600										
196	191	587	587	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2601										
196	191	2349/4	2349/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2602										
196	191	1175/2	1175/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2603										
196	191	2351/4	2351/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2604										
196	191	588	588	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2605										
196	191	2353/4	2353/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2606										
196	191	1177/2	1177/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2607										
196	191	2355/4	2355/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2608										
196	191	589	589	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2609										
196	191	2357/4	2357/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2610										
197	192	1179/2	1179/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2611										
197	192	591	591	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2612										
197	192	592	592	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2613										
197	192	1179/2	1179/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	2614										
197	192	591	591	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	2615										
197	192	592	592	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	2616										
197	192	1179/2	1179/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2617										
197	192	2359/4	2359/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2618										
197	192	590	590	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2619										
197	192	2361/4	2361/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2620										
197	192	1181/2	1181/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2621										
197	192	2363/4	2363/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2622										
197	192	591	591	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2623										
197	192	2365/4	2365/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2624										
197	192	1183/2	1183/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2625										
197	192	2367/4	2367/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2626										
197	192	592	592	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2627										
197	192	2369/4	2369/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2628										
198	193	1185/2	1185/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2629										
198	193	594	594	0.0	3/8	3/8	Dynamic	6/8	1	1	0						sf								
198	193	594	594	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2630										
198	193	1185/2	1185/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	2631										
198	193	594	594	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	2632										
198	193	1185/2	1185/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2633										
198	193	2371/4	2371/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2634										
198	193	593	593	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2635										
198	193	2373/4	2373/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2636										
198	193	1187/2	1187/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2637										
198	193	2375/4	2375/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2638										
198	193	594	594	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2639										
198	193	2377/4	2377/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2640										
198	193	1189/2	1189/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2641										
198	193	2379/4	2379/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2642										
198	193	595	595	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2643										
198	193	2381/4	2381/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2644										
199	194	1191/2	1191/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2645										
199	194	597	597	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2646										
199	194	598	598	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2647										
199	194	1191/2	1191/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	2648										
199	194	597	597	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	2649										
199	194	598	598	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	2650										
199	194	1191/2	1191/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2651										
199	194	2383/4	2383/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2652										
199	194	596	596	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2653										
199	194	2385/4	2385/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2654										
199	194	1193/2	1193/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2655										
199	194	2387/4	2387/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2656										
199	194	597	597	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2657										
199	194	2389/4	2389/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2658										
199	194	1195/2	1195/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2659										
199	194	2391/4	2391/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2660										
199	194	598	598	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2661										
199	194	2393/4	2393/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2662										
200	195	1197/2	1197/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2663										
200	195	600	600	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2664										
200	195	601	601	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2665										
200	195	1197/2	1197/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	2666										
200	195	600	600	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	2667										
200	195	601	601	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	2668										
200	195	1197/2	1197/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2669										
200	195	2395/4	2395/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2670										
200	195	599	599	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2671										
200	195	2397/4	2397/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2672										
200	195	1199/2	1199/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2673										
200	195	2399/4	2399/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2674										
200	195	600	600	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2675										
200	195	2401/4	2401/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2676										
200	195	1201/2	1201/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2677										
200	195	2403/4	2403/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2678										
200	195	601	601	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2679										
200	195	2405/4	2405/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2680										
201	196	1203/2	1203/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2681										
201	196	603	603	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2682										
201	196	604	604	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2683										
201	196	1203/2	1203/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	2684										
201	196	603	603	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	2685										
201	196	1207/2	1207/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	2686										
201	196	604	604	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	2687										
201	196	1203/2	1203/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2688										
201	196	2407/4	2407/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2689										
201	196	602	602	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2690										
201	196	2409/4	2409/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2691										
201	196	1205/2	1205/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2692										
201	196	2411/4	2411/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2693										
201	196	603	603	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2694										
201	196	2413/4	2413/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2695										
201	196	1207/2	1207/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2696										
201	196	2415/4	2415/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2697										
201	196	604	604	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2698										
201	196	2417/4	2417/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2699										
202	197	1209/2	1209/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2700										
202	197	606	606	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2701										
202	197	1209/2	1209/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	2702										
202	197	606	606	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	2703										
202	197	1209/2	1209/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2704										
202	197	2419/4	2419/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2705										
202	197	605	605	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2706										
202	197	2421/4	2421/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2707										
202	197	1211/2	1211/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2708										
202	197	2423/4	2423/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2709										
202	197	606	606	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2710										
202	197	2425/4	2425/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2711										
202	197	1213/2	1213/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2712										
202	197	2427/4	2427/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2713										
202	197	607	607	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2714										
202	197	2429/4	2429/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2715										
203	198	1215/2	1215/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	2716										
203	198	1217/2	1217/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2717										
203	198	609	609	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2718										
203	198	610	610	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2719										
203	198	1215/2	1215/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	2720										
203	198	609	609	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	2721										
203	198	610	610	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	2722										
203	198	1215/2	1215/2	1.5	0	0	Chord	6/8	1	3	3/8		1/4	3/2	2723										
203	198	1215/2	1215/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2724										
203	198	2431/4	2431/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2725										
203	198	608	608	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2726										
203	198	2433/4	2433/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2727										
203	198	1217/2	1217/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2728										
203	198	2435/4	2435/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2729										
203	198	609	609	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2730										
203	198	2437/4	2437/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2731										
203	198	1219/2	1219/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2732										
203	198	2439/4	2439/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2733										
203	198	610	610	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2734										
203	198	2441/4	2441/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2735										
204	199	1221/2	1221/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	2736										
204	199	611	611	1.0	1/8	1/8	Chord	6/8	1	1	1/4		1/4	1	2737				95						
204	199	612	612	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2738										
204	199	1221/2	1221/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	2739										
204	199	611	611	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	2740										
204	199	1223/2	1223/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	2741										
204	199	612	612	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	2742										
204	199	1221/2	1221/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2743										
204	199	2443/4	2443/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2744										
204	199	611	611	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2745										
204	199	2445/4	2445/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2746										
204	199	1223/2	1223/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2747										
204	199	2447/4	2447/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2748										
204	199	612	612	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2749										
204	199	2449/4	2449/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2750										
204	199	1225/2	1225/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2751										
204	199	2451/4	2451/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2752										
204	199	613	613	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2753										
204	199	2453/4	2453/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2754										
205	200	1227/2	1227/2	0.0	0	0	Dynamic	6/8	1	1	0						sf								
205	200	1227/2	1227/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2755										
205	200	615	615	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2756										
205	200	1227/2	1227/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	2757										
205	200	615	615	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	2758										
205	200	1227/2	1227/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2759										
205	200	2455/4	2455/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2760										
205	200	614	614	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2761										
205	200	2457/4	2457/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2762										
205	200	1229/2	1229/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2763										
205	200	2459/4	2459/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2764										
205	200	615	615	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2765										
205	200	2461/4	2461/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2766										
205	200	1231/2	1231/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2767										
205	200	2463/4	2463/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2768										
205	200	616	616	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2769										
205	200	2465/4	2465/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2770										
206	201	1233/2	1233/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2771										
206	201	618	618	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2772										
206	201	1233/2	1233/2	0.0	0	0	Dynamic	6/8	1	2	0						sf								
206	201	1233/2	1233/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	2773										
206	201	618	618	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	2774										
206	201	1233/2	1233/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2775										
206	201	2467/4	2467/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2776										
206	201	617	617	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2777										
206	201	2469/4	2469/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2778										
206	201	1235/2	1235/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2779										
206	201	2471/4	2471/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2780										
206	201	618	618	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2781										
206	201	2473/4	2473/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2782										
206	201	1237/2	1237/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2783										
206	201	2475/4	2475/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2784										
206	201	619	619	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2785										
206	201	2477/4	2477/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2786										
207	202	1239/2	1239/2	0.0	0	0	Dynamic	6/8	1	1	0						sf								
207	202	1239/2	1239/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2787										
207	202	621	621	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2788										
207	202	1239/2	1239/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	2789										
207	202	621	621	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	2790										
207	202	1239/2	1239/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2791										
207	202	2479/4	2479/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2792										
207	202	620	620	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2793										
207	202	2481/4	2481/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2794										
207	202	1241/2	1241/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2795										
207	202	2483/4	2483/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2796										
207	202	621	621	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2797										
207	202	2485/4	2485/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2798										
207	202	1243/2	1243/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2799										
207	202	2487/4	2487/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2800										
207	202	622	622	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2801										
207	202	2489/4	2489/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2802										
208	203	1245/2	1245/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2803										
208	203	624	624	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2804										
208	203	625	625	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2805										
208	203	1245/2	1245/2	0.0	0	0	Dynamic	6/8	1	2	0						sf								
208	203	1245/2	1245/2	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	2806										
208	203	1245/2	1245/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2807										
208	203	2491/4	2491/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2808										
208	203	623	623	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2809										
208	203	2493/4	2493/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2810										
208	203	1247/2	1247/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2811										
208	203	2495/4	2495/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2812										
208	203	624	624	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2813										
208	203	2497/4	2497/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2814										
208	203	1249/2	1249/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2815										
208	203	2499/4	2499/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2816										
208	203	625	625	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2817										
208	203	2501/4	2501/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2818										
209	204	1251/2	1251/2	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	2819										
209	204	1251/2	1251/2	0.0	0	0	Dynamic	6/8	1	2	0						sf								
209	204	1251/2	1251/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	2820										
209	204	627	627	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	2821										
209	204	1251/2	1251/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2822										
209	204	2503/4	2503/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2823										
209	204	626	626	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2824										
209	204	2505/4	2505/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2825										
209	204	1253/2	1253/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2826										
209	204	2507/4	2507/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2827										
209	204	627	627	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2828										
209	204	2509/4	2509/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2829										
209	204	1255/2	1255/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2830										
209	204	2511/4	2511/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2831										
209	204	628	628	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2832										
209	204	2513/4	2513/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2833										
210	205	1257/2	1257/2	0.0	0	0	Spanner	6/8	1	1	0										0				
210	205	1257/2	1257/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2834						0				
210	205	630	630	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2835						0				
210	205	631	631	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2836						0				
210	205	1257/2	1257/2	0.0	0	0	Dynamic	6/8	1	2	0						sf				0				
210	205	1257/2	1257/2	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	2837						0				
210	205	1257/2	1257/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2838										
210	205	2515/4	2515/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2839										
210	205	629	629	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2840										
210	205	2517/4	2517/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2841										
210	205	1259/2	1259/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2842										
210	205	2519/4	2519/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2843										
210	205	630	630	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2844										
210	205	2521/4	2521/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2845										
210	205	1261/2	1261/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2846										
210	205	2523/4	2523/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2847										
210	205	631	631	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2848										
210	205	2525/4	2525/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2849										
211	206	1263/2	1263/2	0.0	0	0	Dynamic	6/8	1	1	0						ff				0				
211	206	1263/2	1263/2	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	2850						0				
211	206	1263/2	1263/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2851										
211	206	2527/4	2527/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2852										
211	206	632	632	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2853										
211	206	2529/4	2529/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2854										
211	206	1265/2	1265/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2855										
211	206	2531/4	2531/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2856										
211	206	633	633	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2857										
211	206	2533/4	2533/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2858										
211	206	1267/2	1267/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2859										
211	206	2535/4	2535/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2860										
211	206	634	634	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2861										
211	206	2537/4	2537/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2862										
212	207	1269/2	1269/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2863						0				
212	207	636	636	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2864						0				
212	207	637	637	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2865						0				
212	207	1269/2	1269/2	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	2866						0				
212	207	1269/2	1269/2	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2867										
